location_id,location_name_en,Location_Name_ZH,ISO_3166_1,Country_Region_EN,Country_Region_ZH,Adm1_Name_EN,Adm1_Name_ZH,Adm2_Name_EN,Adm2_Name_ZH,Timezone,Latitude,Longitude,AD_code
101190701,Yancheng,盐城,CN,China,中国,Jiangsu,江苏省,Yancheng,盐城市,Asia/Shanghai,33.3776,120.14,320900
101190801,Xuzhou,徐州,CN,China,中国,Jiangsu,江苏省,Xuzhou,徐州市,Asia/Shanghai,34.2042,117.2838,320300
101190901,Huaian,淮安,CN,China,中国,Jiangsu,江苏省,Huaian,淮安市,Asia/Shanghai,33.5515,119.1132,320800
101191001,Lianyungang,连云港,CN,China,中国,Jiangsu,江苏省,Lianyungang,连云港市,Asia/Shanghai,34.6,119.1788,320700
101191101,Changzhou,常州,CN,China,中国,Jiangsu,江苏省,Changzhou,常州市,Asia/Shanghai,31.7728,119.947,320400
101191201,Taizhou,泰州,CN,China,中国,Jiangsu,江苏省,Taizhou,泰州市,Asia/Shanghai,32.4849,119.9152,321200
101191301,Suqian,宿迁,CN,China,中国,Jiangsu,江苏省,Suqian,宿迁市,Asia/Shanghai,33.963,118.2752,321300
101200101,Wuhan,武汉,CN,China,中国,Hubei,湖北省,Wuhan,武汉市,Asia/Shanghai,30.5844,114.2986,420100
101200201,Xiangyang,襄阳,CN,China,中国,Hubei,湖北省,Xiangyang,襄阳市,Asia/Shanghai,32.0424,112.1442,420600
101200301,Ezhou,鄂州,CN,China,中国,Hubei,湖北省,Ezhou,鄂州市,Asia/Shanghai,30.3965,114.8906,420700
101200401,Xiaogan,孝感,CN,China,中国,Hubei,湖北省,Xiaogan,孝感市,Asia/Shanghai,30.9264,113.9267,420900
101200501,Huanggang,黄冈,CN,China,中国,Hubei,湖北省,Huanggang,黄冈市,Asia/Shanghai,30.4477,114.8794,421100
101200601,Huangshi,黄石,CN,China,中国,Hubei,湖北省,Huangshi,黄石市,Asia/Shanghai,30.2201,115.077,420200
101200701,Xianning,咸宁,CN,China,中国,Hubei,湖北省,Xianning,咸宁市,Asia/Shanghai,29.8328,114.329,421200
101200801,Jingzhou,荆州,CN,China,中国,Hubei,湖北省,Jingzhou,荆州市,Asia/Shanghai,30.3269,112.2381,421000
101200901,Yichang,宜昌,CN,China,中国,Hubei,湖北省,Yichang,宜昌市,Asia/Shanghai,30.7026,111.2908,420500
101201001,Enshi Prefecture,恩施州,CN,China,中国,Hubei,湖北省,Enshi Tujia and Miao Autonomous Prefecture,恩施土家族苗族自治州,Asia/Shanghai,30.2831,109.487,422800
101201101,Shiyan,十堰,CN,China,中国,Hubei,湖北省,Shiyan,十堰市,Asia/Shanghai,32.6469,110.7879,420300
101201301,Suizhou,随州,CN,China,中国,Hubei,湖北省,Suizhou,随州市,Asia/Shanghai,31.7175,113.3738,421300
101201401,Jingmen,荆门,CN,China,中国,Hubei,湖北省,Jingmen,荆门市,Asia/Shanghai,31.0354,112.2043,420800
101210101,Hangzhou,杭州,CN,China,中国,Zhejiang,浙江省,Hangzhou,杭州市,Asia/Shanghai,30.246,120.2108,330100
101210201,Huzhou,湖州,CN,China,中国,Zhejiang,浙江省,Huzhou,湖州市,Asia/Shanghai,30.8672,120.1024,330500
101210301,Jiaxing,嘉兴,CN,China,中国,Zhejiang,浙江省,Jiaxing,嘉兴市,Asia/Shanghai,30.7627,120.7509,330400
101210401,Ningbo,宁波,CN,China,中国,Zhejiang,浙江省,Ningbo,宁波市,Asia/Shanghai,29.8603,121.6245,330200
101210507,Shaoxing,绍兴,CN,China,中国,Zhejiang,浙江省,Shaoxing,绍兴市,Asia/Shanghai,30.0516,120.5829,330600
101210601,Taizhou,台州,CN,China,中国,Zhejiang,浙江省,Taizhou,台州市,Asia/Shanghai,28.6614,121.4286,331000
101210701,Wenzhou,温州,CN,China,中国,Zhejiang,浙江省,Wenzhou,温州市,Asia/Shanghai,28.0006,120.6721,330300
101210801,Lishui,丽水,CN,China,中国,Zhejiang,浙江省,Lishui,丽水市,Asia/Shanghai,28.452,119.9218,331100
101210901,Jinhua,金华,CN,China,中国,Zhejiang,浙江省,Jinhua,金华市,Asia/Shanghai,29.0895,119.6495,330700
101211001,Quzhou,衢州,CN,China,中国,Zhejiang,浙江省,Quzhou,衢州市,Asia/Shanghai,28.9417,118.8726,330800
101211101,Zhoushan,舟山,CN,China,中国,Zhejiang,浙江省,Zhoushan,舟山市,Asia/Shanghai,29.9856,122.2074,330900
101220101,Hefei,合肥,CN,China,中国,Anhui,安徽省,Hefei,合肥市,Asia/Shanghai,31.8206,117.2273,340100
101220201,Bengbu,蚌埠,CN,China,中国,Anhui,安徽省,Bengbu,蚌埠市,Asia/Shanghai,32.9397,117.3632,340300
101220301,Wuhu,芜湖,CN,China,中国,Anhui,安徽省,Wuhu,芜湖市,Asia/Shanghai,31.3526,118.4331,340200
101220401,Huainan,淮南,CN,China,中国,Anhui,安徽省,Huainan,淮南市,Asia/Shanghai,32.5854,117.0186,340400
101220501,Ma'anshan,马鞍山,CN,China,中国,Anhui,安徽省,Ma'anshan,马鞍山市,Asia/Shanghai,31.6894,118.5079,340500
101220601,Anqing,安庆,CN,China,中国,Anhui,安徽省,Anqing,安庆市,Asia/Shanghai,30.5318,117.1154,340800
101220701,Suzhou,宿州,CN,China,中国,Anhui,安徽省,Suzhou,宿州市,Asia/Shanghai,33.6339,116.9841,341300
101220801,Fuyang,阜阳,CN,China,中国,Anhui,安徽省,Fuyang,阜阳市,Asia/Shanghai,32.897,115.8197,341200
101220901,Bozhou,亳州,CN,China,中国,Anhui,安徽省,Bozhou,亳州市,Asia/Shanghai,33.8693,115.7829,341600
101221001,Huangshan,黄山,CN,China,中国,Anhui,安徽省,Huangshan,黄山市,Asia/Shanghai,29.7092,118.3173,341000
101221101,Chuzhou,滁州,CN,China,中国,Anhui,安徽省,Chuzhou,滁州市,Asia/Shanghai,32.2559,118.3334,341100
101221201,Huaibei,淮北,CN,China,中国,Anhui,安徽省,Huaibei,淮北市,Asia/Shanghai,33.9717,116.7947,340600
101221301,Tongling,铜陵,CN,China,中国,Anhui,安徽省,Tongling,铜陵市,Asia/Shanghai,30.9299,117.8166,340700
101221401,Xuancheng,宣城,CN,China,中国,Anhui,安徽省,Xuancheng,宣城市,Asia/Shanghai,30.9457,118.758,341800
101221501,Lu'an,六安,CN,China,中国,Anhui,安徽省,Lu'an,六安市,Asia/Shanghai,31.7529,116.5077,341500
101221701,Chizhou,池州,CN,China,中国,Anhui,安徽省,Chizhou,池州市,Asia/Shanghai,30.656,117.4892,341700
101230101,Fuzhou,福州,CN,China,中国,Fujian,福建省,Fuzhou,福州市,Asia/Shanghai,26.0753,119.3062,350100
101230201,Xiamen,厦门,CN,China,中国,Fujian,福建省,Xiamen,厦门市,Asia/Shanghai,24.4905,118.1102,350200
101230301,Ningde,宁德,CN,China,中国,Fujian,福建省,Ningde,宁德市,Asia/Shanghai,26.6592,119.5271,350900
101230401,Putian,莆田,CN,China,中国,Fujian,福建省,Putian,莆田市,Asia/Shanghai,25.431,119.0076,350300
101230501,Quanzhou,泉州,CN,China,中国,Fujian,福建省,Quanzhou,泉州市,Asia/Shanghai,24.8745,118.6757,350500
101230601,Zhangzhou,漳州,CN,China,中国,Fujian,福建省,Zhangzhou,漳州市,Asia/Shanghai,24.5109,117.6618,350600
101230701,Longyan,龙岩,CN,China,中国,Fujian,福建省,Longyan,龙岩市,Asia/Shanghai,25.0916,117.0298,350800
101230801,Sanming,三明,CN,China,中国,Fujian,福建省,Sanming,三明市,Asia/Shanghai,26.2654,117.635,350400
101230901,Nanping,南平,CN,China,中国,Fujian,福建省,Nanping,南平市,Asia/Shanghai,27.3828,118.0813,350700
101240101,Nanchang,南昌,CN,China,中国,Jiangxi,江西省,Nanchang,南昌市,Asia/Shanghai,28.6765,115.8922,360100
101240201,Jiujiang,九江,CN,China,中国,Jiangxi,江西省,Jiujiang,九江市,Asia/Shanghai,29.6612,115.9536,360400
101240301,Shangrao,上饶,CN,China,中国,Jiangxi,江西省,Shangrao,上饶市,Asia/Shanghai,28.4444,117.9712,361100
101240401,Fuzhou,抚州,CN,China,中国,Jiangxi,江西省,Fuzhou,抚州市,Asia/Shanghai,27.9839,116.3584,361000
101240501,Yichun,宜春,CN,China,中国,Jiangxi,江西省,Yichun,宜春市,Asia/Shanghai,27.8043,114.3911,360900
101240601,Ji'an,吉安,CN,China,中国,Jiangxi,江西省,Ji'an,吉安市,Asia/Shanghai,27.1117,114.9864,360800
101240701,Ganzhou,赣州,CN,China,中国,Jiangxi,江西省,Ganzhou,赣州市,Asia/Shanghai,25.851,114.9403,360700
101240801,Jingdezhen,景德镇,CN,China,中国,Jiangxi,江西省,Jingdezhen,景德镇市,Asia/Shanghai,29.2926,117.2147,360200
101240901,Pingxiang,萍乡,CN,China,中国,Jiangxi,江西省,Pingxiang,萍乡市,Asia/Shanghai,27.6587,113.8872,360300
101241001,Xinyu,新余,CN,China,中国,Jiangxi,江西省,Xinyu,新余市,Asia/Shanghai,27.8108,114.9308,360500
101241101,Yingtan,鹰潭,CN,China,中国,Jiangxi,江西省,Yingtan,鹰潭市,Asia/Shanghai,28.2386,117.0338,360600
101250101,Changsha,长沙,CN,China,中国,Hunan,湖南省,Changsha,长沙市,Asia/Shanghai,28.2283,112.9389,430100
101250201,Xiangtan,湘潭,CN,China,中国,Hunan,湖南省,Xiangtan,湘潭市,Asia/Shanghai,27.8297,112.9441,430300
101250301,Zhuzhou,株洲,CN,China,中国,Hunan,湖南省,Zhuzhou,株洲市,Asia/Shanghai,27.8358,113.1517,430200
101250401,Hengyang,衡阳,CN,China,中国,Hunan,湖南省,Hengyang,衡阳市,Asia/Shanghai,26.9004,112.6077,430400
101250501,Chenzhou,郴州,CN,China,中国,Hunan,湖南省,Chenzhou,郴州市,Asia/Shanghai,25.7936,113.0321,431000
101250601,Changde,常德,CN,China,中国,Hunan,湖南省,Changde,常德市,Asia/Shanghai,29.0402,111.6913,430700
101250700,Yiyang,益阳,CN,China,中国,Hunan,湖南省,Yiyang,益阳市,Asia/Shanghai,28.5701,112.355,430900
101250801,Loudi,娄底,CN,China,中国,Hunan,湖南省,Loudi,娄底市,Asia/Shanghai,27.7281,112.0085,431300
101250901,Shaoyang,邵阳,CN,China,中国,Hunan,湖南省,Shaoyang,邵阳市,Asia/Shanghai,27.2378,111.4692,430500
101251001,Yueyang,岳阳,CN,China,中国,Hunan,湖南省,Yueyang,岳阳市,Asia/Shanghai,29.3703,113.1329,430600
101251101,Zhangjiajie,张家界,CN,China,中国,Hunan,湖南省,Zhangjiajie,张家界市,Asia/Shanghai,29.1274,110.4799,430800
101251201,Huaihua,怀化,CN,China,中国,Hunan,湖南省,Huaihua,怀化市,Asia/Shanghai,27.5501,109.9782,431200
101251401,Yongzhou,永州,CN,China,中国,Hunan,湖南省,Yongzhou,永州市,Asia/Shanghai,26.4345,111.608,431100
101251509,Xiangxi Prefecture,湘西,CN,China,中国,Hunan,湖南省,Xiangxi Tujia and Miao Autonomous Prefecture,湘西土家族苗族自治州,Asia/Shanghai,28.3143,109.7397,433100
101260101,Guiyang,贵阳,CN,China,中国,Guizhou,贵州省,Guiyang,贵阳市,Asia/Shanghai,26.6467,106.6282,520100
101260201,Zunyi,遵义,CN,China,中国,Guizhou,贵州省,Zunyi,遵义市,Asia/Shanghai,27.7219,107.0319,520300
101260301,Anshun,安顺,CN,China,中国,Guizhou,贵州省,Anshun,安顺市,Asia/Shanghai,26.2455,105.9322,520400
101260413,Qiannan Prefecture,黔南,CN,China,中国,Guizhou,贵州省,Qiannan Buyi and Miao Autonomous Prefecture,黔南布依族苗族自治州,Asia/Shanghai,26.2582,107.5172,522700
101260506,Qiandongnan Prefecture,黔东南,CN,China,中国,Guizhou,贵州省,Qiandongnan Miao and Dong Autonomous Prefecture,黔东南苗族侗族自治州,Asia/Shanghai,26.5834,107.9775,522600
101260601,Tongren,铜仁,CN,China,中国,Guizhou,贵州省,Tongren,铜仁市,Asia/Shanghai,27.7183,109.1916,520600
101260701,Bijie,毕节,CN,China,中国,Guizhou,贵州省,Bijie,毕节市,Asia/Shanghai,27.3017,105.285,520500
101260803,Liupanshui,六盘水,CN,China,中国,Guizhou,贵州省,Liupanshui,六盘水市,Asia/Shanghai,26.5846,104.8467,520200
101260906,Qianxinan Prefecture,黔西南,CN,China,中国,Guizhou,贵州省,Qianxinan Buyei and Miao Autonomous Prefecture,黔西南布依族苗族自治州,Asia/Shanghai,25.0881,104.898,522300
101270101,Chengdu,成都,CN,China,中国,Sichuan,四川省,Chengdu,成都市,Asia/Shanghai,30.573,104.0663,510100
101270201,Panzhihua,攀枝花,CN,China,中国,Sichuan,四川省,Panzhihua,攀枝花市,Asia/Shanghai,26.5804,101.716,510400
101270301,Zigong,自贡,CN,China,中国,Sichuan,四川省,Zigong,自贡市,Asia/Shanghai,29.3528,104.7734,510300
101270401,Mianyang,绵阳,CN,China,中国,Sichuan,四川省,Mianyang,绵阳市,Asia/Shanghai,31.4677,104.6791,510700
101270501,Nanchong,南充,CN,China,中国,Sichuan,四川省,Nanchong,南充市,Asia/Shanghai,30.8372,106.1106,511300
101270601,Dazhou,达州,CN,China,中国,Sichuan,四川省,Dazhou,达州市,Asia/Shanghai,31.2095,107.5023,511700
101270701,Suining,遂宁,CN,China,中国,Sichuan,四川省,Suining,遂宁市,Asia/Shanghai,30.5133,105.5713,510900
101270801,Guang'an,广安,CN,China,中国,Sichuan,四川省,Guang'an,广安市,Asia/Shanghai,30.4564,106.6334,511600
101270901,Bazhong,巴中,CN,China,中国,Sichuan,四川省,Bazhong,巴中市,Asia/Shanghai,31.8588,106.7537,511900
101271001,Luzhou,泸州,CN,China,中国,Sichuan,四川省,Luzhou,泸州市,Asia/Shanghai,28.8891,105.4434,510500
101271101,Yibin,宜宾,CN,China,中国,Sichuan,四川省,Yibin,宜宾市,Asia/Shanghai,28.7602,104.6308,511500
101271201,Neijiang,内江,CN,China,中国,Sichuan,四川省,Neijiang,内江市,Asia/Shanghai,29.5871,105.0661,511000
101271301,Ziyang,资阳,CN,China,中国,Sichuan,四川省,Ziyang,资阳市,Asia/Shanghai,30.1222,104.6419,512000
101271401,Leshan,乐山,CN,China,中国,Sichuan,四川省,Leshan,乐山市,Asia/Shanghai,29.582,103.7613,511100
101271501,Meishan,眉山,CN,China,中国,Sichuan,四川省,Meishan,眉山市,Asia/Shanghai,30.0483,103.8318,511400
101271601,Liangshan Prefecture,凉山,CN,China,中国,Sichuan,四川省,Liangshan Yi Autonomous Prefecture,凉山彝族自治州,Asia/Shanghai,27.8868,102.2587,513400
101271701,Ya'an,雅安,CN,China,中国,Sichuan,四川省,Ya'an,雅安市,Asia/Shanghai,29.9877,103.001,511800
101271801,Garze Prefecture,甘孜,CN,China,中国,Sichuan,四川省,Garze Tibetan Autonomous Prefecture,甘孜藏族自治州,Asia/Shanghai,30.0507,101.9638,513300
101271901,Aba Prefecture,阿坝,CN,China,中国,Sichuan,四川省,Aba Tibetan and Qiang Autonomous Prefecture,阿坝藏族羌族自治州,Asia/Shanghai,31.8998,102.2214,513200
101272001,Deyang,德阳,CN,China,中国,Sichuan,四川省,Deyang,德阳市,Asia/Shanghai,31.128,104.3987,510600
101272101,Guangyuan,广元,CN,China,中国,Sichuan,四川省,Guangyuan,广元市,Asia/Shanghai,32.4337,105.8298,510800
101280101,Guangzhou,广州,CN,China,中国,Guangdong,广东省,Guangzhou,广州市,Asia/Shanghai,23.1252,113.2806,440100
101280201,Shaoguan,韶关,CN,China,中国,Guangdong,广东省,Shaoguan,韶关市,Asia/Shanghai,24.8013,113.5915,440200
101280301,Huizhou,惠州,CN,China,中国,Guangdong,广东省,Huizhou,惠州市,Asia/Shanghai,23.0794,114.4126,441300
101280401,Meizhou,梅州,CN,China,中国,Guangdong,广东省,Meizhou,梅州市,Asia/Shanghai,24.2991,116.1176,441400
101280501,Shantou,汕头,CN,China,中国,Guangdong,广东省,Shantou,汕头市,Asia/Shanghai,23.371,116.7085,440500
101280601,Shenzhen,深圳,CN,China,中国,Guangdong,广东省,Shenzhen,深圳市,Asia/Shanghai,22.547,114.0859,440300
101280701,Zhuhai,珠海,CN,China,中国,Guangdong,广东省,Zhuhai,珠海市,Asia/Shanghai,22.2716,113.5769,440400
101280800,Foshan,佛山,CN,China,中国,Guangdong,广东省,Foshan,佛山市,Asia/Shanghai,23.0288,113.1227,440600
101280901,Zhaoqing,肇庆,CN,China,中国,Guangdong,广东省,Zhaoqing,肇庆市,Asia/Shanghai,23.0515,112.4725,441200
101281001,Zhanjiang,湛江,CN,China,中国,Guangdong,广东省,Zhanjiang,湛江市,Asia/Shanghai,21.2749,110.365,440800
101281101,Jiangmen,江门,CN,China,中国,Guangdong,广东省,Jiangmen,江门市,Asia/Shanghai,22.5904,113.0949,440700
101281201,Heyuan,河源,CN,China,中国,Guangdong,广东省,Heyuan,河源市,Asia/Shanghai,23.7463,114.6978,441600
101281301,Qingyuan,清远,CN,China,中国,Guangdong,广东省,Qingyuan,清远市,Asia/Shanghai,23.685,113.0512,441800
101281401,Yunfu,云浮,CN,China,中国,Guangdong,广东省,Yunfu,云浮市,Asia/Shanghai,22.9298,112.0444,445300
101281501,Chaozhou,潮州,CN,China,中国,Guangdong,广东省,Chaozhou,潮州市,Asia/Shanghai,23.6617,116.6323,445100
101281601,Dongguan,东莞,CN,China,中国,Guangdong,广东省,Dongguan,东莞市,Asia/Shanghai,23.0462,113.7463,441900
101281701,Zhongshan,中山,CN,China,中国,Guangdong,广东省,Zhongshan,中山市,Asia/Shanghai,22.5211,113.3824,442000
101281801,Yangjiang,阳江,CN,China,中国,Guangdong,广东省,Yangjiang,阳江市,Asia/Shanghai,21.8592,111.9751,441700
101281901,Jieyang,揭阳,CN,China,中国,Guangdong,广东省,Jieyang,揭阳市,Asia/Shanghai,23.5438,116.3557,445200
101282001,Maoming,茂名,CN,China,中国,Guangdong,广东省,Maoming,茂名市,Asia/Shanghai,21.6598,110.9192,440900
101282101,Shanwei,汕尾,CN,China,中国,Guangdong,广东省,Shanwei,汕尾市,Asia/Shanghai,22.7745,115.3642,441500
101290101,Kunming,昆明,CN,China,中国,Yunnan,云南省,Kunming,昆明市,Asia/Shanghai,24.8815,102.8337,530100
101290201,Dali Prefecture,大理州,CN,China,中国,Yunnan,云南省,Dali Bai Autonomous Prefecture,大理白族自治州,Asia/Shanghai,25.5895,100.2257,532900
101290301,Honghe Prefecture,红河,CN,China,中国,Yunnan,云南省,Honghe Hani and Yi Autonomous Prefecture,红河哈尼族彝族自治州,Asia/Shanghai,23.3668,103.3842,532500
101290401,Qujing,曲靖,CN,China,中国,Yunnan,云南省,Qujing,曲靖市,Asia/Shanghai,25.5016,103.7979,530300
101290501,Baoshan,保山,CN,China,中国,Yunnan,云南省,Baoshan,保山市,Asia/Shanghai,25.1118,99.1671,530500
101290601,Wenshan Prefecture,文山州,CN,China,中国,Yunnan,云南省,Wenshan Zhuang and Miao Autonomous Prefecture,文山壮族苗族自治州,Asia/Shanghai,23.3695,104.244,532600
101290701,Yuxi,玉溪,CN,China,中国,Yunnan,云南省,Yuxi,玉溪市,Asia/Shanghai,24.3505,102.5439,530400
101290801,Chuxiong Prefecture,楚雄州,CN,China,中国,Yunnan,云南省,Chuxiong Yi Autonomous Prefecture,楚雄彝族自治州,Asia/Shanghai,25.042,101.546,532300
101290901,Pu'er City,普洱,CN,China,中国,Yunnan,云南省,Pu'er City,普洱市,Asia/Shanghai,22.8252,100.966,530800
101291001,Zhaotong,昭通,CN,China,中国,Yunnan,云南省,Zhaotong,昭通市,Asia/Shanghai,27.337,103.7172,530600
101291101,Lincang,临沧,CN,China,中国,Yunnan,云南省,Lincang,临沧市,Asia/Shanghai,23.8866,100.087,530900
101291201,Nujiang Prefecture,怒江,CN,China,中国,Yunnan,云南省,Nujiang Lisu Autonomous Prefecture,怒江傈僳族自治州,Asia/Shanghai,25.8509,98.8543,533300
101291305,Diqing Prefecture,迪庆,CN,China,中国,Yunnan,云南省,Diqing Tibetan Autonomous Prefecture,迪庆藏族自治州,Asia/Shanghai,27.8269,99.7065,533400
101291401,Lijiang,丽江,CN,China,中国,Yunnan,云南省,Lijiang,丽江市,Asia/Shanghai,26.8721,100.233,530700
101291501,Dehong Prefecture,德宏,CN,China,中国,Yunnan,云南省,Dehong Dai and Jingpo Autonomous Prefecture,德宏傣族景颇族自治州,Asia/Shanghai,24.4367,98.5784,533100
101291602,Xishuangbanna Prefecture,西双版纳,CN,China,中国,Yunnan,云南省,Xishuangbanna Dai Autonomous Prefecture,西双版纳傣族自治州,Asia/Shanghai,22.0017,100.7979,532800
101300101,Nanning,南宁,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Nanning,南宁市,Asia/Shanghai,22.824,108.32,450100
101300201,Chongzuo,崇左,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Chongzuo,崇左市,Asia/Shanghai,22.4041,107.3539,451400
101300301,Liuzhou,柳州,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Liuzhou,柳州市,Asia/Shanghai,24.3146,109.4117,450200
101300401,Laibin,来宾,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Laibin,来宾市,Asia/Shanghai,23.7338,109.2298,451300
101300501,Guilin,桂林,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Guilin,桂林市,Asia/Shanghai,25.2356,110.1798,450300
101300601,Wuzhou,梧州,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Wuzhou,梧州市,Asia/Shanghai,23.4748,111.2976,450400
101300701,Hezhou,贺州,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Hezhou,贺州市,Asia/Shanghai,24.4141,111.5521,451100
101300801,Guigang,贵港,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Guigang,贵港市,Asia/Shanghai,23.0936,109.6021,450800
101300901,Yulin,玉林,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Yulin,玉林市,Asia/Shanghai,22.6314,110.1544,450900
101301001,Baise,百色,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Baise,百色市,Asia/Shanghai,23.8977,106.6163,451000
101301101,Qinzhou,钦州,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Qinzhou,钦州市,Asia/Shanghai,21.9671,108.6242,450700
101301201,Hechi,河池,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Hechi,河池市,Asia/Shanghai,24.6959,108.0621,451200
101301301,Beihai,北海,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Beihai,北海市,Asia/Shanghai,21.4733,109.1193,450500
101301401,Fangchenggang,防城港,CN,China,中国,Guangxi Zhuang Autonomous Region,广西壮族自治区,Fangchenggang,防城港市,Asia/Shanghai,21.6867,108.3547,450600
101310101,Haikou,海口,CN,China,中国,Hainan,海南省,Haikou,海口市,Asia/Shanghai,20.0458,110.1984,460100
101310201,Sanya,三亚,CN,China,中国,Hainan,海南省,Sanya,三亚市,Asia/Shanghai,18.2479,109.5083,460200
101310205,Danzhou,儋州,CN,China,中国,Hainan,海南省,Zhanzhou,儋州市,Asia/Shanghai,19.5175,109.5768,460400
101310301,Sansha,三沙,CN,China,中国,Hainan,海南省,Sansha,三沙市,Asia/Shanghai,16.831,112.3488,460300
101320101,Hong Kong,香港,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.307,114.177,810000
101320103,New Territories,新界,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.381,114.188,810000
14606,Yau Tsim Mong,油尖旺,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.309,114.171,810000
1B6D3,Eastern District,东区,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.283,114.217,810000
1D255,Central and Western District,中西区,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.286,114.146,810000
1DC87,Tuen Mun,屯门,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.399,113.975,810000
275A5,Tai Po,大埔,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.452,114.166,810000
28FE1,Sham Shui Po,深水埗,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.334,114.154,810000
2BBD1,Kowloon City,九龙城,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.325,114.187,810000
2BC09,Kwai Tsing,葵青,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.359,114.129,810000
39CD9,Yuen Long,元朗,HK,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Hong Kong SAR,香港特别行政区,Asia/Hong_Kong,22.443,114.027,810000
